BHK,Size,Floor,Area Locality,City,Bathroom,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,Rent
2,500,10,930,0,1,0,1,0,0,1,0,0,1,0,0,0,1,7500
2,1080,454,251,0,2,0,1,0,0,1,0,0,0,1,0,0,1,19500
3,2000,17,491,0,2,0,1,0,1,0,0,1,0,0,1,0,0,75000
2,1100,196,707,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16500
2,1025,421,377,0,2,0,0,1,0,0,1,1,0,0,0,0,1,14500
2,650,456,131,0,2,0,1,0,0,0,1,0,1,0,0,0,1,16000
2,800,14,1158,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
3,2800,368,1624,0,3,0,1,0,1,0,0,0,1,0,1,0,0,280000
2,1100,269,715,0,2,0,1,0,1,0,0,1,0,0,1,0,0,21000
3,1300,198,1232,0,3,0,1,0,0,1,0,1,0,0,1,0,0,30000
3,2000,272,582,0,3,0,0,1,0,1,0,1,0,0,1,0,0,65000
3,2500,316,1163,0,3,0,1,0,0,0,1,1,0,0,1,0,0,180000
2,600,198,738,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,630,270,2139,0,2,0,0,1,1,0,0,0,1,0,0,0,1,12000
2,550,454,751,0,2,0,0,1,0,0,1,0,1,0,0,0,1,9000
2,1025,266,243,0,2,0,0,1,0,1,0,0,0,1,0,0,1,22000
1,500,16,896,0,1,0,1,0,0,1,0,1,0,0,0,0,1,10000
3,1286,406,710,0,3,0,1,0,0,1,0,1,0,0,1,0,0,48000
1,800,457,39,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,900,14,1864,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
3,1618,198,2154,0,3,0,0,1,0,1,0,0,1,0,0,0,1,40000
1,500,200,1223,0,1,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,450,454,606,0,1,0,1,0,0,1,0,0,1,0,0,0,1,6500
2,850,269,1460,0,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
3,1374,452,933,0,2,0,0,1,0,1,0,0,0,1,1,0,0,22000
3,1600,198,216,0,3,0,0,1,0,1,0,0,1,0,0,0,1,28000
1,400,196,1320,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6200
3,1500,360,710,0,3,0,1,0,1,0,0,0,1,0,1,0,0,110000
2,800,16,981,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5500
3,1580,266,1030,0,3,0,1,0,0,0,1,1,0,0,1,0,0,50000
2,700,454,45,0,1,0,1,0,0,1,0,0,1,0,0,0,1,12000
2,700,454,1724,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11500
1,550,19,505,0,1,0,1,0,0,1,0,0,1,0,1,0,0,16000
1,450,311,1049,0,1,0,1,0,0,1,0,0,1,0,1,0,0,11000
4,4550,270,827,0,5,0,0,1,0,1,0,0,0,1,1,0,0,150000
1,400,1,1103,0,1,0,0,1,0,1,0,1,0,0,0,0,1,9000
1,650,456,856,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
2,700,16,192,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,1333,198,1287,0,2,0,0,1,0,0,1,1,0,0,0,0,1,16000
3,1500,16,2064,0,2,0,1,0,0,1,0,0,1,0,1,0,0,35000
1,425,200,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,9000
1,300,456,53,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,650,196,2090,0,2,0,1,0,0,0,1,0,0,1,0,0,1,13500
2,800,454,214,0,2,0,0,1,0,1,0,0,0,1,0,0,1,14000
2,1200,196,1900,0,2,0,1,0,0,1,0,0,0,1,0,0,1,14000
1,500,16,397,0,1,0,0,1,0,0,1,0,1,0,0,0,1,4700
2,1000,269,1240,0,2,0,0,1,0,1,0,0,1,0,0,0,1,17000
2,600,14,877,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
1,600,196,1981,0,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1875,266,861,0,2,0,0,1,0,1,0,0,1,0,0,0,1,30000
2,1000,457,877,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1300,266,748,0,2,0,0,1,1,0,0,0,1,0,0,0,1,21000
1,350,269,1929,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,900,196,1624,0,2,0,0,1,0,0,1,0,1,0,0,0,1,18500
1,200,192,368,0,1,0,1,0,0,1,0,0,1,0,0,0,1,4750
2,700,17,2158,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,1000,16,752,0,2,0,1,0,0,1,0,1,0,0,0,0,1,17600
3,1700,25,1981,0,3,0,1,0,0,1,0,0,1,0,1,0,0,35000
2,600,196,2022,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
1,650,200,1665,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,750,454,345,0,1,0,0,1,0,1,0,0,1,0,0,0,1,15000
3,1750,14,421,0,3,0,0,1,0,1,0,0,1,0,0,0,1,30000
3,1950,266,1032,0,3,0,1,0,0,1,0,0,1,0,1,0,0,100000
2,1065,200,744,0,2,0,1,0,0,1,0,0,1,0,1,0,0,18000
2,600,446,1314,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,600,198,1073,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9000
1,500,454,504,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,600,454,877,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7500
1,600,346,15,0,1,0,1,0,0,1,0,0,1,0,1,0,0,15000
2,900,1,396,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10000
2,500,456,1843,0,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
1,600,196,1929,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
3,1710,362,88,0,3,0,1,0,0,0,1,0,1,0,1,0,0,60000
1,600,269,502,0,1,0,0,1,0,0,1,1,0,0,0,0,1,6000
3,1100,14,117,0,2,0,1,0,0,1,0,0,1,0,0,0,1,17000
2,920,311,2152,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,750,198,43,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8200
1,300,196,321,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
3,1660,14,506,0,2,0,1,0,0,1,0,0,1,0,0,0,1,20000
1,400,196,2104,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,300,14,1319,0,1,0,0,1,0,1,0,0,1,0,0,0,1,20000
1,300,10,430,0,1,0,1,0,0,0,1,1,0,0,0,0,1,11500
3,2000,266,827,0,2,0,1,0,1,0,0,0,1,0,0,0,1,30000
3,1200,311,503,0,3,0,1,0,0,1,0,1,0,0,0,0,1,22000
1,300,196,710,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6500
1,700,446,751,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6500
2,850,454,861,0,3,0,0,1,0,1,0,0,1,0,0,0,1,16000
1,700,396,509,0,1,0,1,0,1,0,0,0,1,0,1,0,0,24000
1,455,198,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,15000
2,1000,457,1737,0,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
1,600,10,1843,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
1,250,454,2090,0,1,0,0,1,0,0,1,0,1,0,0,0,1,4000
1,400,10,1943,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
2,1200,270,1158,0,2,0,1,0,0,1,0,0,1,0,1,0,0,22000
1,500,200,560,0,1,0,1,0,0,1,0,1,0,0,0,0,1,12000
1,350,196,334,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
2,1100,456,2105,0,2,0,0,1,0,1,0,0,1,0,0,0,1,7500
2,1650,196,601,0,3,0,0,1,0,0,1,0,1,0,0,0,1,30000
4,1000,457,559,0,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
2,500,196,213,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9250
1,700,17,623,0,2,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,1200,458,2090,0,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,600,10,2141,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,925,200,558,0,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,2400,461,1029,0,3,0,1,0,0,1,0,1,0,0,1,0,0,60000
3,1500,21,710,0,3,0,1,0,0,1,0,0,1,0,1,0,0,35000
2,600,457,510,0,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,435,270,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,14000
1,650,446,1899,0,1,0,1,0,0,1,0,0,1,0,0,0,1,8000
2,700,454,2039,0,2,0,1,0,0,1,0,0,1,0,0,0,1,11000
2,890,332,2152,0,2,0,1,0,0,1,0,0,1,0,1,0,0,20000
1,600,269,707,0,1,0,0,1,1,0,0,0,1,0,0,0,1,12500
2,1250,269,437,0,2,0,1,0,0,1,0,0,1,0,1,0,0,35000
3,1350,200,1158,0,2,0,1,0,0,1,0,0,1,0,1,0,0,26000
3,2600,408,710,0,4,0,1,0,0,1,0,0,0,1,1,0,0,85000
1,440,200,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,14000
2,1150,16,558,0,2,0,1,0,0,1,0,0,1,0,0,0,1,22000
1,450,198,559,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,1150,270,1416,0,2,0,0,1,1,0,0,0,1,0,0,0,1,16000
2,600,200,651,0,1,0,1,0,0,0,1,1,0,0,0,0,1,11000
2,980,298,2152,0,2,0,1,0,0,1,0,0,0,1,1,0,0,20000
3,1850,266,689,0,3,0,1,0,1,0,0,0,1,0,0,0,1,60000
2,625,14,892,0,2,0,1,0,0,1,0,0,1,0,0,0,1,5000
1,100,196,804,0,2,0,0,1,0,1,0,0,1,0,0,0,1,4000
2,1200,1,2055,0,1,0,1,0,0,1,0,0,1,0,0,0,1,15000
3,1200,457,191,0,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
2,1080,10,1570,0,1,0,1,0,0,1,0,1,0,0,0,0,1,12000
1,700,14,97,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
2,800,446,1486,0,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
3,1880,90,2232,0,2,0,0,1,0,1,0,0,0,1,0,0,1,42000
2,1305,20,826,0,2,0,0,1,0,1,0,0,1,0,0,0,1,25000
1,600,270,1733,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
2,950,203,2153,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12500
2,1188,457,713,0,2,0,0,1,0,0,1,0,1,0,0,0,1,18000
1,500,196,2090,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,875,446,986,0,2,0,0,1,0,1,0,0,1,0,0,0,1,9000
3,2100,269,2142,0,3,0,1,0,0,0,1,1,0,0,1,0,0,54000
3,1200,198,126,0,2,0,0,1,1,0,0,0,1,0,0,0,1,22000
3,2390,260,1624,0,3,0,0,1,0,1,0,0,1,0,0,0,1,120000
1,600,14,1645,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,1150,10,756,0,2,0,1,0,0,1,0,0,0,1,1,0,0,28000
3,1788,446,1033,0,3,0,1,0,0,1,0,0,0,1,1,0,0,55000
2,1250,266,558,0,2,0,0,1,0,1,0,0,1,0,0,0,1,19000
1,600,312,1158,0,1,0,1,0,0,1,0,0,1,0,1,0,0,11000
3,1600,198,2104,0,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
3,1520,224,1806,0,4,0,1,0,0,1,0,0,1,0,1,0,0,70000
1,550,14,1029,0,1,0,1,0,0,1,0,1,0,0,1,0,0,12000
2,1100,198,877,0,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
2,1100,200,758,0,2,0,1,0,0,1,0,0,1,0,1,0,0,30000
2,1100,456,397,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,400,14,1345,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
1,300,266,2115,0,1,0,0,1,0,1,0,0,1,0,0,0,1,4500
1,500,456,1628,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,1100,269,715,0,2,0,1,0,1,0,0,1,0,0,1,0,0,20000
2,1000,14,498,0,2,0,1,0,0,0,1,0,0,1,0,0,1,17500
2,850,457,863,0,2,0,0,1,0,1,0,0,1,0,0,0,1,22000
2,1020,200,321,0,2,0,0,1,0,1,0,0,1,0,0,0,1,17000
2,1250,1,931,0,2,0,0,1,0,0,1,1,0,0,0,0,1,22000
3,1400,198,829,0,3,0,0,1,0,1,0,0,1,0,0,0,1,24000
1,600,14,1029,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,200,312,1943,0,1,0,0,1,0,0,1,0,1,0,0,0,1,4500
1,300,456,243,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
1,400,14,2130,0,1,0,0,1,1,0,0,0,1,0,0,0,1,6000
1,450,269,1627,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,1180,16,346,0,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
3,1460,356,826,0,3,0,1,0,0,0,1,1,0,0,1,0,0,35000
3,1464,200,1864,0,3,0,1,0,0,1,0,0,1,0,0,0,1,24000
2,700,466,863,0,2,0,1,0,0,1,0,1,0,0,0,0,1,10000
2,680,2,476,0,2,0,1,0,0,1,0,0,1,0,0,0,1,16000
3,2750,350,1562,0,4,0,1,0,0,1,0,1,0,0,1,0,0,100000
2,800,454,2090,0,1,0,0,1,0,1,0,0,1,0,0,0,1,14000
2,600,269,959,0,1,0,1,0,0,0,1,1,0,0,0,0,1,7500
3,1200,16,666,0,3,0,1,0,0,0,1,1,0,0,0,0,1,16000
4,3200,155,1035,0,3,0,1,0,0,1,0,0,1,0,1,0,0,65000
2,1800,14,711,0,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
1,500,192,582,0,1,0,0,1,1,0,0,0,1,0,0,0,1,8000
2,1200,454,897,0,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
1,750,14,1550,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
1,700,17,586,0,2,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,1000,70,2158,0,2,0,1,0,0,0,1,1,0,0,1,0,0,30000
2,800,14,988,2,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
1,200,454,704,2,1,0,0,1,1,0,0,1,0,0,0,0,1,20000
3,1800,14,1889,2,3,0,1,0,0,1,0,0,1,0,0,0,1,80000
1,400,198,1368,2,1,0,1,0,0,0,1,0,1,0,1,0,0,9500
3,600,198,2198,2,3,0,1,0,0,0,1,1,0,0,1,0,0,14000
3,1550,14,1845,2,3,0,1,0,0,1,0,1,0,0,1,0,0,65000
2,650,198,583,2,2,0,1,0,0,0,1,1,0,0,0,0,1,18500
2,850,198,82,2,2,0,1,0,0,0,1,0,1,0,1,0,0,40000
4,2000,457,2056,2,4,0,1,0,0,0,1,1,0,0,1,0,0,90000
1,180,454,600,2,1,0,0,1,0,0,1,0,1,0,0,0,1,3500
3,140,456,834,2,2,0,1,0,0,1,0,1,0,0,1,0,0,25000
1,450,16,1914,2,1,0,1,0,0,1,0,0,1,0,0,0,1,9000
3,2500,14,1387,2,3,0,1,0,0,1,0,0,1,0,1,0,0,90000
1,720,266,1821,2,1,0,1,0,0,0,1,0,1,0,0,0,1,22000
2,400,198,2198,2,1,0,1,0,0,0,1,1,0,0,1,0,0,12000
2,450,16,2037,2,1,0,1,0,0,0,1,1,0,0,0,0,1,11000
1,250,1,1412,2,1,0,1,0,0,1,0,0,1,0,0,0,1,20000
4,3000,311,1729,2,5,0,0,1,0,1,0,0,1,0,1,0,0,260000
2,550,270,1381,2,2,0,1,0,0,0,1,1,0,0,1,0,0,11000
2,450,269,1485,2,1,0,1,0,0,0,1,0,1,0,0,0,1,10000
3,2500,196,1747,2,3,0,1,0,0,0,1,1,0,0,1,0,0,60000
4,800,16,662,2,4,0,0,1,0,0,1,0,1,0,1,0,0,350000
2,100,266,1693,2,2,0,0,1,0,0,1,1,0,0,0,0,1,16000
1,400,196,1908,2,1,0,1,0,1,0,0,1,0,0,0,0,1,16000
2,750,14,530,2,2,0,1,0,0,1,0,1,0,0,0,0,1,12000
1,400,16,1101,2,1,0,1,0,0,1,0,0,1,0,1,0,0,8000
3,1100,456,530,2,2,0,1,0,0,1,0,0,1,0,1,0,0,14000
1,450,458,1688,2,1,0,1,0,1,0,0,0,1,0,0,0,1,14900
2,850,266,1692,2,2,0,1,0,0,0,1,0,1,0,0,0,1,15000
3,600,269,1101,2,1,0,1,0,0,1,0,0,1,0,1,0,0,10000
2,750,16,1397,2,2,0,1,0,0,0,1,0,1,0,1,0,0,40000
1,500,16,1368,2,1,0,1,0,0,1,0,1,0,0,1,0,0,9000
1,350,198,1101,2,1,0,1,0,0,1,0,0,1,0,1,0,0,7000
2,623,196,600,2,1,0,1,0,1,0,0,0,1,0,0,0,1,13500
3,2400,269,660,2,3,0,1,0,0,1,0,1,0,0,1,0,0,95000
1,75,198,1192,2,1,0,1,0,0,0,1,0,1,0,1,0,0,20000
2,450,17,1101,2,1,0,1,0,0,1,0,0,1,0,0,0,1,7500
2,445,311,1467,2,2,0,1,0,0,0,1,0,1,0,0,0,1,9000
3,300,14,660,2,3,0,1,0,1,0,0,1,0,0,1,0,0,80000
3,1670,269,1270,2,3,0,0,1,0,1,0,0,1,0,0,0,1,50000
1,550,16,1747,2,1,0,1,0,0,1,0,1,0,0,1,0,0,13000
1,350,311,393,2,1,0,1,0,0,1,0,1,0,0,1,0,0,12000
2,650,198,393,2,2,0,1,0,0,1,0,0,1,0,1,0,0,16000
2,70,14,2094,2,1,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,100,14,1886,2,2,0,1,0,0,1,0,0,1,0,0,0,1,29000
3,800,196,696,2,1,0,0,1,0,0,1,0,1,0,0,0,1,18000
2,60,192,1330,2,1,0,0,1,0,0,1,0,1,0,0,0,1,8500
3,2000,14,1018,2,2,0,1,0,0,1,0,0,1,0,0,0,1,27000
2,600,16,138,2,2,0,1,0,0,0,1,0,1,0,0,0,1,18000
1,450,269,299,2,1,0,1,0,0,1,0,1,0,0,0,0,1,11500
2,2200,16,471,2,3,0,1,0,0,0,1,1,0,0,1,0,0,80000
2,600,16,2172,2,2,0,1,0,0,0,1,1,0,0,0,0,1,15500
4,2000,198,541,2,3,0,1,0,0,1,0,0,1,0,1,0,0,55000
2,800,269,1192,2,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
3,170,311,414,2,2,0,1,0,0,0,1,0,1,0,1,0,0,35000
2,150,457,1192,2,2,0,1,0,0,0,1,0,1,0,1,0,0,38000
2,650,269,583,2,2,0,1,0,0,0,1,0,1,0,0,0,1,16000
3,1250,198,416,2,3,0,1,0,0,1,0,0,1,0,1,0,0,50000
1,600,198,393,2,2,0,0,1,0,1,0,0,1,0,0,0,1,9500
4,2100,266,904,2,4,0,1,0,0,1,0,0,1,0,1,0,0,90000
1,450,269,1688,2,1,0,0,1,0,0,1,1,0,0,0,0,1,10000
2,100,198,1075,2,2,0,1,0,0,0,1,1,0,0,0,0,1,25000
1,650,269,1074,2,1,0,0,1,1,0,0,0,1,0,0,0,1,30000
2,48,14,1686,2,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,550,311,677,2,2,0,1,0,0,1,0,0,1,0,0,0,1,16500
1,240,10,493,2,1,0,0,1,0,0,1,0,1,0,0,0,1,4500
2,700,266,2058,2,2,0,1,0,0,1,0,1,0,0,0,0,1,30000
1,48,10,1684,2,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,100,456,1219,2,2,0,0,1,0,0,1,0,1,0,0,0,1,23000
3,1901,423,2028,2,3,0,0,1,0,1,0,0,1,0,0,0,1,70000
1,50,16,1071,2,1,0,1,0,0,0,1,0,1,0,0,0,1,5500
3,1300,269,458,2,3,0,1,0,0,1,0,1,0,0,1,0,0,35000
2,145,14,1465,2,2,0,0,1,0,0,1,0,1,0,0,0,1,9000
2,800,196,138,2,3,0,1,0,0,0,1,0,1,0,1,0,0,22000
3,1100,14,914,2,4,0,0,1,0,1,0,0,1,0,0,0,1,35000
1,450,192,538,2,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,300,269,852,2,1,0,1,0,0,0,1,0,1,0,0,0,1,6000
2,1040,10,833,2,3,0,1,0,0,1,0,1,0,0,0,0,1,22000
1,25,200,602,2,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
2,900,462,778,2,2,0,0,1,0,1,0,0,1,0,0,0,1,20500
2,1100,269,305,2,1,0,0,1,0,0,1,0,1,0,0,0,1,7500
2,380,1,1559,2,2,0,0,1,0,0,1,0,1,0,0,0,1,5500
3,450,192,598,2,2,0,1,0,0,1,0,1,0,0,0,0,1,25000
1,550,269,1077,2,1,0,1,0,0,1,0,1,0,0,1,0,0,13000
1,180,456,1291,2,1,0,0,1,0,1,0,0,1,0,0,0,1,5000
3,1650,14,458,2,2,0,1,0,0,1,0,0,1,0,0,0,1,40000
1,250,17,783,2,1,0,0,1,1,0,0,0,1,0,0,0,1,12500
1,400,458,1607,2,1,0,1,0,0,0,1,0,1,0,0,0,1,6000
2,900,456,2127,2,2,0,1,0,0,1,0,0,1,0,1,0,0,15500
3,1900,196,1192,2,3,0,0,1,1,0,0,0,1,0,0,0,1,75000
3,892,198,617,2,2,0,1,0,0,0,1,0,1,0,0,0,1,36000
1,400,457,394,2,1,0,1,0,0,1,0,1,0,0,1,0,0,13000
3,100,10,1205,2,2,0,1,0,0,0,1,1,0,0,0,0,1,45000
2,60,1,1637,2,1,0,0,1,0,0,1,0,1,0,0,0,1,2000
2,80,17,834,2,2,0,0,1,0,1,0,0,1,0,0,0,1,28000
2,450,198,1101,2,1,0,1,0,0,1,0,0,1,0,1,0,0,9000
1,520,269,619,2,1,0,1,0,0,1,0,0,1,0,0,0,1,12000
1,350,17,1694,2,1,0,0,1,1,0,0,0,1,0,0,0,1,13000
2,600,196,167,2,2,0,1,0,0,1,0,1,0,0,0,0,1,11000
3,950,16,962,2,2,0,1,0,1,0,0,1,0,0,1,0,0,35000
2,450,16,1101,2,1,0,1,0,0,1,0,0,1,0,1,0,0,10000
1,450,16,962,2,1,0,1,0,0,1,0,1,0,0,1,0,0,20000
2,850,198,962,2,2,0,1,0,0,1,0,1,0,0,1,0,0,25000
1,200,269,2198,2,1,0,1,0,0,0,1,1,0,0,1,0,0,8000
4,3000,16,1729,2,4,0,1,0,0,1,0,0,1,0,1,0,0,150000
3,1500,196,1168,2,3,0,1,0,0,1,0,0,1,0,0,0,1,36000
2,700,457,1920,2,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,530,456,1467,2,1,0,0,1,0,0,1,0,1,0,0,0,1,8500
3,800,198,2198,2,2,0,1,0,0,0,1,1,0,0,1,0,0,17000
1,45,17,1101,2,1,0,0,1,0,1,0,0,1,0,0,0,1,7500
1,900,269,913,2,1,0,0,1,1,0,0,0,1,0,0,0,1,16000
1,450,16,1257,2,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
2,650,16,1658,2,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,900,198,1075,2,2,0,0,1,1,0,0,0,1,0,0,0,1,45000
2,900,311,1595,2,2,0,1,0,1,0,0,0,1,0,0,0,1,27000
2,120,16,530,2,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
2,600,198,2198,2,2,0,1,0,0,0,1,1,0,0,1,0,0,14000
2,615,198,1101,2,2,0,1,0,0,0,1,0,1,0,0,0,1,14000
1,225,454,953,2,1,0,1,0,0,1,0,0,1,0,0,0,1,7500
1,800,16,1498,2,1,0,1,0,0,0,1,1,0,0,0,0,1,10000
1,400,311,167,2,1,0,1,0,0,1,0,1,0,0,0,0,1,7000
1,800,312,1291,2,2,0,0,1,1,0,0,0,1,0,0,0,1,25000
2,60,14,1257,2,1,0,0,1,0,1,0,0,1,0,0,0,1,9000
3,1000,13,996,2,2,0,0,1,0,0,1,0,1,0,0,0,1,22000
3,75,312,1732,2,1,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,800,16,700,2,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
1,200,266,929,2,1,0,0,1,1,0,0,0,1,0,0,0,1,12500
3,800,198,2198,2,2,0,1,0,0,0,1,1,0,0,1,0,0,15000
2,80,14,929,2,2,0,0,1,0,0,1,0,1,0,0,0,1,35000
2,900,198,1074,2,2,0,0,1,0,0,1,0,0,1,0,0,1,35000
2,1125,200,1747,2,2,0,0,1,1,0,0,0,1,0,0,0,1,52000
3,900,269,530,2,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
2,1100,266,1634,2,2,0,1,0,0,0,1,1,0,0,1,0,0,32000
1,400,198,1077,2,1,0,1,0,0,0,1,0,1,0,1,0,0,11500
3,713,1,1560,2,3,0,1,0,1,0,0,0,1,0,0,0,1,45000
2,700,311,1815,2,1,0,1,0,0,0,1,1,0,0,1,0,0,16000
2,1000,196,1046,2,2,0,1,0,0,1,0,0,1,0,0,0,1,20000
1,54,270,1362,2,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
3,200,266,1845,2,3,0,1,0,0,0,1,1,0,0,1,0,0,85000
1,200,311,445,2,1,0,0,1,1,0,0,0,1,0,0,0,1,15000
2,800,266,393,2,2,0,0,1,1,0,0,0,1,0,0,0,1,22000
2,1000,14,1075,2,2,0,0,1,0,0,1,0,1,0,0,0,1,32000
2,500,311,2057,2,2,0,1,0,0,1,0,1,0,0,0,0,1,20000
1,300,270,1634,2,1,0,0,1,0,1,0,0,1,0,0,0,1,35000
2,900,457,1075,2,2,0,1,0,0,0,1,0,1,0,1,0,0,35000
3,240,16,1747,2,3,0,1,0,0,0,1,0,1,0,1,0,0,65000
2,650,456,574,2,2,0,1,0,0,1,0,0,1,0,0,0,1,15000
3,950,270,1039,2,2,0,1,0,0,1,0,1,0,0,0,0,1,12000
1,500,456,535,2,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
1,500,200,1466,2,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,450,311,1217,2,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
4,2800,457,1387,2,4,0,1,0,0,1,0,0,1,0,1,0,0,140000
2,150,10,1500,2,1,0,0,1,0,1,0,0,1,0,0,0,1,24000
1,400,269,1077,2,1,0,1,0,1,0,0,0,1,0,1,0,0,20000
3,100,269,831,2,2,0,0,1,1,0,0,0,1,0,0,0,1,16000
1,400,269,1077,2,1,0,1,0,0,1,0,0,1,0,1,0,0,15000
2,900,457,1500,2,2,0,1,0,0,1,0,0,1,0,1,0,0,28500
3,1350,19,2065,2,3,0,0,1,0,1,0,0,0,1,0,0,1,30000
1,500,16,1101,2,1,0,0,1,0,1,0,0,1,0,0,0,1,16000
3,1700,16,1845,2,3,0,1,0,1,0,0,1,0,0,1,0,0,80000
1,400,198,1077,2,1,0,1,0,0,0,1,0,1,0,1,0,0,11000
2,110,196,837,2,1,0,0,1,0,1,0,0,1,0,0,0,1,21000
3,1200,16,1330,2,2,0,0,1,0,1,0,0,1,0,0,0,1,10500
2,50,198,532,2,2,0,1,0,0,1,0,0,1,0,0,0,1,15000
3,100,196,695,2,2,0,0,1,0,1,0,0,1,0,1,0,0,16000
2,1000,196,901,2,2,0,0,1,1,0,0,0,1,0,0,0,1,45000
1,63,311,1689,2,1,0,0,1,1,0,0,0,1,0,0,0,1,6000
3,1800,456,2056,2,2,0,0,1,0,1,0,0,1,0,0,0,1,40000
2,1440,196,415,2,2,0,1,0,0,1,0,1,0,0,1,0,0,36000
